$1
mubarak
mxyz
outie
pump
pwease
pwesident
quq
relax
sETH
sUSDC
sUSDT
sandwiches
sdr
sharkitty
sidewif
szn
teddy
toast
toly
uXRP
unitree
vankedisi
wETH
wetard
whenhe
xMoneу
ꓷO⅁Ǝ
🦄DINA2.0
